LinkRole,http://www.xbrl.org/2003/role/link,,,,,,,,,,,,,,,,
Definition,,,,,,,,,,,,,,,,,
,,,,,,ref,,,,,,,,,,,
4333,ifrs-full,IncreaseDecreaseDueToApplicationOfIFRS15Member,IFRS 15 적용에 따른 증가(감소) [구성요소],,http://www.xbrl.org/2003/role/disclosureRef,IFRS,15,C8,2021-01-01,a,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=15&code=ifrs-tx-2021-en-r&anchor=para_C8_a&doctype=Appendix&subtype=C,2021-03-24,,,,dart_all,
4334,ifrs-full,IncreaseDecreaseThroughCumulativeCatchupAdjustmentsToRevenueContractAssets,"수익의 누적효과 일괄조정에 따른 증가(감소), 계약자산",,http://www.xbrl.org/2003/role/exampleRef,IFRS,15,118,2021-01-01,b,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=15&code=ifrs-tx-2021-en-r&anchor=para_118_b&doctype=Standard,2021-03-24,,,,dart_all,
4335,ifrs-full,ExplanationOfSignificantChangesInContractAssetsAndContractLiabilitiesExplanatory,계약자산과 계약부채의 유의적인 변동에 대한 설명 [문장영역],,http://www.xbrl.org/2003/role/disclosureRef,IFRS,15,118,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=15&code=ifrs-tx-2021-en-r&anchor=para_118&doctype=Standard,2021-03-24,,,,dart_all,
4336,ifrs-full,TypesOfContractsMember,계약의 유형 [구성요소],,http://www.xbrl.org/2003/role/exampleRef,IFRS,15,B89,2021-01-01,d,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=15&code=ifrs-tx-2021-en-r&anchor=para_B89_d&doctype=Appendix&subtype=B,2021-03-24,,,,dart_all,
4337,ifrs-full,TypesOfContractsMember,계약의 유형 [구성요소],,http://www.xbrl.org/2003/role/exampleRef,IFRS,17,96,2021-01-01,a,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=17&code=ifrs-tx-2021-en-r&anchor=para_96_a&doctype=Standard,2021-03-24,,Effective 2023-01-01,,dart_all,
4338,ifrs-full,StatementThatPracticalExpedientAboutIncrementalCostsOfObtainingContractHasBeenUsed,계약체결 증분원가에 대해 실무적 간편법이 사용되었다는 기술,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,15,129,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=15&code=ifrs-tx-2021-en-r&anchor=para_129&doctype=Standard,2021-03-24,,,,dart_all,
4339,ifrs-full,DescriptionOfObligationsForReturnsRefundsAndOtherSimilarObligations,"반품의무, 환불의무, 그 밖에 이와 비슷한 의무에 대한 기술",,http://www.xbrl.org/2003/role/disclosureRef,IFRS,15,119,2021-01-01,d,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=15&code=ifrs-tx-2021-en-r&anchor=para_119_d&doctype=Standard,2021-03-24,,,,dart_all,
4340,ifrs-full,CostsToObtainContractsWithCustomersMember,고객과의 계약체결원가 [구성요소],,http://www.xbrl.org/2003/role/exampleRef,IFRS,15,128,2021-01-01,a,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=15&code=ifrs-tx-2021-en-r&anchor=para_128_a&doctype=Standard,2021-03-24,,,,dart_all,
4341,ifrs-full,IncreaseDecreaseThroughCumulativeCatchupAdjustmentsToRevenueArisingFromContractModificationContractAssets,"계약변경으로 인한 수익의 누적효과 일괄조정에 따른 증가(감소), 계약자산",,http://www.xbrl.org/2003/role/exampleRef,IFRS,15,118,2021-01-01,b,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=15&code=ifrs-tx-2021-en-r&anchor=para_118_b&doctype=Standard,2021-03-24,,,,dart_all,
4342,ifrs-full,CategoriesOfAssetsRecognisedFromCostsToObtainOrFulfilContractsWithCustomersMember,고객과의 계약체결원가나 계약이행원가 중에서 인식한 자산의 범주 [구성요소],,http://www.xbrl.org/2003/role/disclosureRef,IFRS,15,128,2021-01-01,a,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=15&code=ifrs-tx-2021-en-r&anchor=para_128_a&doctype=Standard,2021-03-24,,,,dart_all,
4343,ifrs-full,TimeandmaterialsContractsMember,원가보상계약 [구성요소],,http://www.xbrl.org/2003/role/exampleRef,IFRS,15,B89,2021-01-01,d,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=15&code=ifrs-tx-2021-en-r&anchor=para_B89_d&doctype=Appendix&subtype=B,2021-03-24,,,,dart_all,
4344,ifrs-full,DisclosureOfInformationAboutMethodsInputsAndAssumptionsUsedForAssessingWhetherEstimateOfVariableConsiderationIsConstrainedExplanatory,"변동대가 추정치가 제약되는지의 평가를 위해 사용한 방법, 투입변수와 가정에 대한 정보의 공시 [문장영역]",,http://www.xbrl.org/2003/role/disclosureRef,IFRS,15,126,2021-01-01,b,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=15&code=ifrs-tx-2021-en-r&anchor=para_126_b&doctype=Standard,2021-03-24,,,,dart_all,
4345,ifrs-full,TransactionPriceAllocatedToRemainingPerformanceObligations,나머지 수행의무에 배분된 거래가격,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,15,120,2021-01-01,a,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=15&code=ifrs-tx-2021-en-r&anchor=para_120_a&doctype=Standard,2021-03-24,,,,dart_all,
4346,ifrs-full,ExplanationOfHowTimingOfSatisfactionOfPerformanceObligationsRelatesToTypicalTimingOfPayment,수행의무의 이행시기가 일반적인 지급시기와 어떻게 관련되는지에 대한 설명,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,15,117,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=15&code=ifrs-tx-2021-en-r&anchor=para_117&doctype=Standard,2021-03-24,,,,dart_all,
4347,ifrs-full,ReceivablesFromContractsWithCustomers,고객과의 계약에서 생기는 수취채권,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,15,105,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=15&code=ifrs-tx-2021-en-r&anchor=para_105&doctype=Standard,2021-03-24,,,,dart_all,
4348,ifrs-full,ReceivablesFromContractsWithCustomers,고객과의 계약에서 생기는 수취채권,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,15,116,2021-01-01,a,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=15&code=ifrs-tx-2021-en-r&anchor=para_116_a&doctype=Standard,2021-03-24,,,,dart_all,
4349,ifrs-full,DisclosureOfDisaggregationOfRevenueFromContractsWithCustomersExplanatory,고객과의 계약에서 생기는 수익의 구분에 대한 공시 [문장영역],,http://www.xbrl.org/2003/role/disclosureRef,IFRS,15,114,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=15&code=ifrs-tx-2021-en-r&anchor=para_114&doctype=Standard,2021-03-24,,,,dart_all,
4350,ifrs-full,StatementThatPracticalExpedientAboutExistenceOfSignificantFinancingComponentHasBeenUsed,유의적인 금융요소의 존재에 대해 실무적 간편법이 사용되었다는 기술,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,15,129,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=15&code=ifrs-tx-2021-en-r&anchor=para_129&doctype=Standard,2021-03-24,,,,dart_all,
4351,ifrs-full,DisclosureOfTransactionPriceAllocatedToRemainingPerformanceObligationsExplanatory,나머지 수행의무에 배분된 거래가격에 대한 공시 [문장영역],,http://www.xbrl.org/2003/role/disclosureRef,IFRS,15,120,2021-01-01,b,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=15&code=ifrs-tx-2021-en-r&anchor=para_120_b_i&doctype=Standard,2021-03-24,i,,,dart_all,
4352,ifrs-full,ExplanationOfWhetherAnyConsiderationFromContractsWithCustomersIsNotIncludedInDisclosureOfTransactionPriceAllocatedToRemainingPerformanceObligations,고객과의 계약에서 생기는 대가를 나머지 수행의무에 배분된 거래가격에 대한 공시에 포함하지 않는지에 대한 설명,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,15,122,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=15&code=ifrs-tx-2021-en-r&anchor=para_122&doctype=Standard,2021-03-24,,,,dart_all,
4353,ifrs-full,IncreaseDecreaseThroughCumulativeCatchupAdjustmentsToRevenueArisingFromChangeInMeasureOfProgressContractAssets,"진행률 측정치의 변경으로 인한 수익의 누적효과 일괄조정에 따른 증가(감소), 계약자산",,http://www.xbrl.org/2003/role/exampleRef,IFRS,15,118,2021-01-01,b,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=15&code=ifrs-tx-2021-en-r&anchor=para_118_b&doctype=Standard,2021-03-24,,,,dart_all,
4354,ifrs-full,TypesOfCustomersAxis,고객의 유형 [축],,http://www.xbrl.org/2003/role/exampleRef,IFRS,15,B89,2021-01-01,c,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=15&code=ifrs-tx-2021-en-r&anchor=para_B89_c&doctype=Appendix&subtype=B,2021-03-24,,,,dart_all,
4355,ifrs-full,GovernmentCustomersMember,정부 고객 [구성요소],,http://www.xbrl.org/2003/role/exampleRef,IFRS,15,B89,2021-01-01,c,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=15&code=ifrs-tx-2021-en-r&anchor=para_B89_c&doctype=Appendix&subtype=B,2021-03-24,,,,dart_all,
4356,ifrs-full,PerformanceObligationsAxis,수행의무 [축],,http://www.xbrl.org/2003/role/disclosureRef,IFRS,15,119,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=15&code=ifrs-tx-2021-en-r&anchor=para_119&doctype=Standard,2021-03-24,,,,dart_all,
4357,ifrs-full,AmortisationAssetsRecognisedFromCostsIncurredToObtainOrFulfilContractsWithCustomers,"상각비, 고객과의 계약체결원가나 계약이행원가 중에서 인식한 자산",,http://www.xbrl.org/2003/role/disclosureRef,IFRS,15,128,2021-01-01,b,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=15&code=ifrs-tx-2021-en-r&anchor=para_128_b&doctype=Standard,2021-03-24,,,,dart_all,
4358,ifrs-full,IncreaseDecreaseThroughCumulativeCatchupAdjustmentsToRevenueArisingFromChangeInEstimateOfTransactionPriceContractAssets,"거래가격 추정치의 변경으로 인한 수익의 누적효과 일괄조정에 따른 증가(감소), 계약자산",,http://www.xbrl.org/2003/role/exampleRef,IFRS,15,118,2021-01-01,b,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=15&code=ifrs-tx-2021-en-r&anchor=para_118_b&doctype=Standard,2021-03-24,,,,dart_all,
4359,ifrs-full,DecreaseThroughPerformanceObligationBeingSatisfiedContractLiabilities,"수행의무를 이행함에 따른 감소, 계약부채",,http://www.xbrl.org/2003/role/exampleRef,IFRS,15,118,2021-01-01,e,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=15&code=ifrs-tx-2021-en-r&anchor=para_118_e&doctype=Standard,2021-03-24,,,,dart_all,
4360,ifrs-full,LongtermContractsMember,장기 계약 [구성요소],,http://www.xbrl.org/2003/role/exampleRef,IFRS,15,B89,2021-01-01,e,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=15&code=ifrs-tx-2021-en-r&anchor=para_B89_e&doctype=Appendix&subtype=B,2021-03-24,,,,dart_all,
4361,ifrs-full,GoodsSoldThroughIntermediariesMember,중개인을 거쳐 판매하는 재화 [구성요소],,http://www.xbrl.org/2003/role/exampleRef,IFRS,15,B89,2021-01-01,g,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=15&code=ifrs-tx-2021-en-r&anchor=para_B89_g&doctype=Appendix&subtype=B,2021-03-24,,,,dart_all,
4362,ifrs-full,IncreaseDecreaseThroughCumulativeCatchupAdjustmentsToRevenueArisingFromChangeInEstimateOfTransactionPriceContractLiabilities,"거래가격 추정치의 변경으로 인한 수익의 누적효과 일괄조정에 따른 증가(감소), 계약부채",,http://www.xbrl.org/2003/role/exampleRef,IFRS,15,118,2021-01-01,b,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=15&code=ifrs-tx-2021-en-r&anchor=para_118_b&doctype=Standard,2021-03-24,,,,dart_all,
4363,ifrs-full,DisclosureOfAssetsRecognisedFromCostsToObtainOrFulfilContractsWithCustomersTable,고객과의 계약체결원가나 계약이행원가 중에서 인식한 자산의 공시 [표],,http://www.xbrl.org/2003/role/disclosureRef,IFRS,15,128,2021-01-01,a,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=15&code=ifrs-tx-2021-en-r&anchor=para_128_a&doctype=Standard,2021-03-24,,,,dart_all,
4364,ifrs-full,QualitativeAssessmentOfEstimatedEffectOfPracticalExpedientsUsedWhenApplyingIFRS15Retrospectively,IFRS 15 를 소급적용할 때 사용한 실무적 간편법의 추정 효과의 질적 평가,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,15,C6,2021-01-01,b,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=15&code=ifrs-tx-2021-en-r&anchor=para_C6_b&doctype=Appendix&subtype=C,2021-03-24,,,,dart_all,
4365,ifrs-full,AllOtherSegmentsMember,기타부문 [구성요소],,http://www.xbrl.org/2003/role/disclosureRef,IFRS,15,115,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=15&code=ifrs-tx-2021-en-r&anchor=para_115&doctype=Standard,2021-03-24,,,,dart_all,
4366,ifrs-full,AllOtherSegmentsMember,기타부문 [구성요소],,http://www.xbrl.org/2003/role/disclosureRef,IFRS,8,16,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=8&code=ifrs-tx-2021-en-r&anchor=para_16&doctype=Standard,2021-03-24,,,,dart_all,
4367,ifrs-full,ExplanationOfEffectThatTimingOfSatisfactionOfPerformanceObligationsAndTypicalTimingOfPaymentHaveOnContractAssetsAndContractLiabilitiesExplanatory,수행의무의 이행시기와 일반적인 지급시기가 계약자산과 계약부채에 미치는 영향에 대한 설명 [문장영역],,http://www.xbrl.org/2003/role/disclosureRef,IFRS,15,117,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=15&code=ifrs-tx-2021-en-r&anchor=para_117&doctype=Standard,2021-03-24,,,,dart_all,
4368,ifrs-full,InformationAboutRelationshipBetweenDisclosureOfDisaggregatedRevenueFromContractsWithCustomersAndRevenueInformationForReportableSegmentsExplanatory,고객과의 계약에서 생기는 구분된 수익에 대한 공시와 보고부문별 수익정보의 관계에 관한 정보 [문장영역],,http://www.xbrl.org/2003/role/disclosureRef,IFRS,15,115,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=15&code=ifrs-tx-2021-en-r&anchor=para_115&doctype=Standard,2021-03-24,,,,dart_all,
4369,ifrs-full,NoncurrentContractLiabilities,비유동계약부채,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,15,105,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=15&code=ifrs-tx-2021-en-r&anchor=para_105&doctype=Standard,2021-03-24,,,,dart_all,
4370,ifrs-full,ProductsAndServicesAxis,제품과 용역 [축],,http://www.xbrl.org/2003/role/exampleRef,IFRS,15,B89,2021-01-01,a,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=15&code=ifrs-tx-2021-en-r&anchor=para_B89_a&doctype=Appendix&subtype=B,2021-03-24,,,,dart_all,
4371,ifrs-full,ProductsAndServicesAxis,제품과 용역 [축],,http://www.xbrl.org/2003/role/disclosureRef,IFRS,8,32,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=8&code=ifrs-tx-2021-en-r&anchor=para_32&doctype=Standard,2021-03-24,,,,dart_all,
4372,ifrs-full,DecreaseThroughImpairmentContractAssets,"손상에 따른 감소, 계약자산",,http://www.xbrl.org/2003/role/exampleRef,IFRS,15,118,2021-01-01,c,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=15&code=ifrs-tx-2021-en-r&anchor=para_118_c&doctype=Standard,2021-03-24,,,,dart_all,
4373,ifrs-full,CategoriesOfAssetsRecognisedFromCostsToObtainOrFulfilContractsWithCustomersAxis,고객과의 계약체결원가나 계약이행원가 중에서 인식한 자산의 범주 [축],,http://www.xbrl.org/2003/role/disclosureRef,IFRS,15,128,2021-01-01,a,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=15&code=ifrs-tx-2021-en-r&anchor=para_128_a&doctype=Standard,2021-03-24,,,,dart_all,
4374,ifrs-full,SalesChannelsAxis,판매망 [축],,http://www.xbrl.org/2003/role/exampleRef,IFRS,15,B89,2021-01-01,g,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=15&code=ifrs-tx-2021-en-r&anchor=para_B89_g&doctype=Appendix&subtype=B,2021-03-24,,,,dart_all,
4375,ifrs-full,CurrentReceivablesFromContractsWithCustomers,고객과의 계약에서 생기는 유동수취채권,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,15,105,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=15&code=ifrs-tx-2021-en-r&anchor=para_105&doctype=Standard,2021-03-24,,,,dart_all,
4376,ifrs-full,DisclosureOfDisaggregationOfRevenueFromContractsWithCustomersTable,고객과의 계약에서 생기는 수익의 구분에 대한 공시 [표],,http://www.xbrl.org/2003/role/disclosureRef,IFRS,15,114,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=15&code=ifrs-tx-2021-en-r&anchor=para_114&doctype=Standard,2021-03-24,,,,dart_all,
4377,ifrs-full,PerformanceObligationsSatisfiedAtPointInTimeMember,한 시점에 이행하는 수행의무 [구성요소],,http://www.xbrl.org/2003/role/disclosureRef,IFRS,15,125,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=15&code=ifrs-tx-2021-en-r&anchor=para_125&doctype=Standard,2021-03-24,,,,dart_all,
4378,ifrs-full,SetupCostsMember,준비원가 [구성요소],,http://www.xbrl.org/2003/role/exampleRef,IFRS,15,128,2021-01-01,a,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=15&code=ifrs-tx-2021-en-r&anchor=para_128_a&doctype=Standard,2021-03-24,,,,dart_all,
4379,ifrs-full,MarketsOfCustomersMember,시장 [구성요소],,http://www.xbrl.org/2003/role/exampleRef,IFRS,15,B89,2021-01-01,c,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=15&code=ifrs-tx-2021-en-r&anchor=para_B89_c&doctype=Appendix&subtype=B,2021-03-24,,,,dart_all,
4380,ifrs-full,DescriptionOfWhenEntityTypicallySatisfiesPerformanceObligations,기업이 수행의무를 일반적으로 이행하는 시기에 대한 기술,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,15,119,2021-01-01,a,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=15&code=ifrs-tx-2021-en-r&anchor=para_119_a&doctype=Standard,2021-03-24,,,,dart_all,
4381,ifrs-full,PerformanceObligationsMember,수행의무 [구성요소],,http://www.xbrl.org/2003/role/disclosureRef,IFRS,15,119,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=15&code=ifrs-tx-2021-en-r&anchor=para_119&doctype=Standard,2021-03-24,,,,dart_all,
4382,ifrs-full,ExplanationOfWhetherPracticalExpedientIsAppliedForDisclosureOfTransactionPriceAllocatedToRemainingPerformanceObligations,나머지 수행의무에 배분된 거래가격에 대한 공시에 실무적 간편법을 적용하고 있는지에 대한 설명,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,15,122,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=15&code=ifrs-tx-2021-en-r&anchor=para_122&doctype=Standard,2021-03-24,,,,dart_all,
4383,ifrs-full,RevenueFromContractsWithCustomers,고객과의 계약에서 생기는 수익,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,15,113,2021-01-01,a,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=15&code=ifrs-tx-2021-en-r&anchor=para_113_a&doctype=Standard,2021-03-24,,,,dart_all,
4384,ifrs-full,RevenueFromContractsWithCustomers,고객과의 계약에서 생기는 수익,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,15,114,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=15&code=ifrs-tx-2021-en-r&anchor=para_114&doctype=Standard,2021-03-24,,,,dart_all,
4385,ifrs-full,TypesOfCustomersMember,고객의 유형 [구성요소],,http://www.xbrl.org/2003/role/exampleRef,IFRS,15,B89,2021-01-01,c,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=15&code=ifrs-tx-2021-en-r&anchor=para_B89_c&doctype=Appendix&subtype=B,2021-03-24,,,,dart_all,
4386,ifrs-full,ImpairmentLossOnReceivablesOrContractAssetsArisingFromContractsWithCustomers,고객과의 계약에서 생기는 수취채권이나 계약자산에 대한 손상차손,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,15,113,2021-01-01,b,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=15&code=ifrs-tx-2021-en-r&anchor=para_113_b&doctype=Standard,2021-03-24,,,,dart_all,
4387,ifrs-full,DescriptionOfSignificantJudgementsMadeInEvaluatingWhenCustomerObtainsControlOfPromisedGoodsOrServices,약속한 재화나 용역을 고객이 언제 통제하는지를 검토하면서 내린 유의적인 판단에 대한 기술,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,15,125,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=15&code=ifrs-tx-2021-en-r&anchor=para_125&doctype=Standard,2021-03-24,,,,dart_all,
4388,ifrs-full,CurrentContractAssets,유동계약자산,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,15,105,2021-01-01,,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=15&code=ifrs-tx-2021-en-r&anchor=para_105&doctype=Standard,2021-03-24,,,,dart_all,
4389,ifrs-full,DescriptionOfPracticalExpedientsUsedWhenApplyingIFRS15Retrospectively,IFRS 15 를 소급적용할 때 사용한 실무적 간편법에 대한 기술,,http://www.xbrl.org/2003/role/disclosureRef,IFRS,15,C6,2021-01-01,a,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=15&code=ifrs-tx-2021-en-r&anchor=para_C6_a&doctype=Appendix&subtype=C,2021-03-24,,,,dart_all,
4390,ifrs-full,GoodsSoldDirectlyToConsumersMember,고객에게 직접 판매하는 재화 [구성요소],,http://www.xbrl.org/2003/role/exampleRef,IFRS,15,B89,2021-01-01,g,http://eifrs.ifrs.org/eifrs/xifrs-link?type=IFRS&num=15&code=ifrs-tx-2021-en-r&anchor=para_B89_g&doctype=Appendix&subtype=B,2021-03-24,,,,dart_all,
